Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
9400,ME,Low-Speed Vehicle Inspection Exemption,"Low-speed vehicles are exempt from annual state vehicle inspections.
Low-speed vehicles must be registered, carry a special license plate,
and meet specified state and federal safety equipment requirements.
Additional restrictions may apply. (Reference [Maine Revised
Statutes](http://www.mainelegislature.org/legis/statutes/) Title 29-A,
Sections 501, 1752, and 1925)
",,,FALSE,32,State Incentives,,,,,,,NEVS,EXEM,,FLEET|GOV|IND,http://www.mainelegislature.org/legis/statutes/
9412,NV,Plug-In Electric Vehicle (PEV) Time-Of-Use (TOU) - NV Energy,"Nevada Energy (NV Energy) offers a TOU rate to residential and
commercial customers in the northern and southern service territories
who charge PEVs during off-peak hours. For more information, see the NV
Energy [Electric
Vehicles](https://www.nvenergy.com/account-services/energy-pricing-plans/electric-vehicle)
website.
",2011-07-01 00:00:00 UTC,,FALSE,20,Utility/Private Incentives,,,,,,,ELEC|PHEV,OTHER,,STATION|PURCH|FLEET|MUD|IND,
9454,NE,Low-Speed Vehicle Access to Roadways,"Low-speed vehicles may only travel on roadways with a posted speed limit
of up to 35 miles per hour (mph) but may cross highways with a posted
speed limit of over 35 mph. A low-speed vehicle is any four-wheeled
motor vehicle with a gross vehicle weight rating of up to 3,000 pounds
and a top speed of at least 20 mph but not more than 25 mph. A low-speed
vehicle must be manufactured in compliance with federal standards for
low-speed vehicles as referenced in Title 49 of the [U.S. Code of
Federal Regulations](https://www.govinfo.gov/app/collection/uscode),
section 571.500. (Reference [Nebraska Revised
Statutes](http://nebraskalegislature.gov/laws/browse-statutes.php)
60-119.01 and 60-6,380)
",2011-05-24 00:00:00 UTC,,FALSE,45,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,http://nebraskalegislature.gov/laws/browse-statutes.php
9455,NE,Alternative Fuel Vehicle (AFV) Registration,"A fee of \$75 is required for the registration of an AFV that operates
on electricity, solar power, or any other source of energy not otherwise
taxed under the state motor fuel tax laws. Compressed natural gas,
liquefied natural gas, and propane are not subject to this requirement.
(Reference [Nebraska Revised
Statutes](http://nebraskalegislature.gov/laws/browse-statutes.php)
60-306 and 60-3,191)
",2011-05-24 00:00:00 UTC,,FALSE,55,Laws and Regulations,,,,,,,ELEC|PHEV,,FUEL,FLEET|GOV|IND,http://nebraskalegislature.gov/laws/browse-statutes.php|http://nebraskalegislature.gov/
9459,TX,Idle Reduction Weight Exemption,"Any motor vehicle equipped with qualifying idle reduction technology may
exceed the state\'s gross vehicle weight limits by up to 400 pounds to
compensate for the additional weight of the idle reduction technology.
To be eligible for the weight exemption, the vehicle operator must be
able to provide proof that the idle reduction technology is fully
functional. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Transportation Code
622.955)
",2011-06-17 00:00:00 UTC,,FALSE,60,State Incentives,,,,,,,IR,EXEM,,FLEET|GOV|IND,http://www.statutes.legis.state.tx.us/
9576,NH,Idle Reduction Weight Exemption,"Any heavy-duty vehicle equipped with an auxiliary power unit or other
qualified idle reduction technology may exceed the state gross, axle,
tandem, or bridge formula weight limits by up to 550 pounds. To qualify
for this exemption, drivers must be able to provide proof of the idle
reduction technology\'s weight through written certification. Drivers
must also be able to prove through demonstration or certification that
the idle reduction technology is fully functional at all times.
(Reference [New Hampshire Revised
Statutes](http://www.gencourt.state.nh.us/rsa/html/indexes/default.html)
266:18-c)
",2011-04-25 00:00:00 UTC,2013-06-27 00:00:00 UTC,FALSE,10,State Incentives,,,,,,,IR,EXEM,,FLEET|GOV|IND,http://www.gencourt.state.nh.us/|http://www.gencourt.state.nh.us/rsa/html/indexes/default.html
9579,CA,Electric Vehicle Supply Equipment (EVSE) Policies for Multi-Unit Dwellings,"A common interest development, including a community apartment,
condominium, and cooperative development, may not prohibit or restrict
the installation or use of EVSE or a plug-in electric vehicle
(PEV)-dedicated time-of-use (TOU) meter in a homeowner\'s designated
parking space or unit. These entities may put reasonable restrictions on
EVSE, but the policies may not significantly increase the cost of the
EVSE or significantly decrease its efficiency or performance.
Restrictions may be placed on TOU meter installations if they are based
on the structure of or available space in the building. If installation
in the homeowner\'s designated parking space or unit is not possible,
with authorization, the homeowner may add EVSE or a PEV-dedicated TOU
meter in a common area. The homeowner must obtain appropriate approvals
from the common interest development association and agree in writing to
comply with applicable architectural standards, engage a licensed
installation contractor, provide a certificate of insurance, and pay for
the electricity usage, maintenance, and other costs associated with the
EVSE or TOU meter.

Any application for approval should be processed by the common interest
development association without willful avoidance or delay. The
homeowner and each successive homeowner of the parking space or unit
equipped with EVSE or a TOU meter is responsible for the cost of the
installation, maintenance, repair, removal, or replacement of the
equipment, as well as any resulting damage to the EVSE, TOU meter, or
surrounding area. The homeowner must also maintain a \$1 million
umbrella liability coverage policy and name the common interest
development as an additional insured entity under the policy. If EVSE or
a PEV-dedicated TOU meter is installed in a common area for use by all
members of the association, the common interest development must develop
terms for use of the EVSE or TOU meter.

(Reference [California Civil Code](http://www.oal.ca.gov/) 4745 and
6713)
",2011-07-25 00:00:00 UTC,2018-09-13 00:00:00 UTC,FALSE,192,Laws and Regulations,,2018-11-13 18:16:25 UTC,,,,,ELEC|PHEV,,OTHER,MUD|IND,http://www.legislature.ca.gov/|http://www.oal.ca.gov/|http://www.legislature.ca.gov/
9772,IL,Idle Reduction Weight Exemption,"A vehicle equipped with idle reduction technology may exceed the
state\'s gross, axle, and bridge vehicle weight limits by up to 550
pounds to compensate for the additional weight of the idle reduction
technology. The additional weight may not exceed the actual weight of
the idle reduction unit. The vehicle operator must carry written
certification showing the weight of the technology and must be able to
demonstrate or certify that the unit is fully functional. (Reference 625
[Illinois Compiled
Statutes](http://www.ilga.gov/legislation/ilcs/ilcs.asp) 5/15-112)
",2011-07-27 00:00:00 UTC,,FALSE,65,State Incentives,,,,,,,IR,EXEM,,FLEET|GOV|IND,
9833,UT,Alternative Fuel Vehicle Decal and High Occupancy Vehicle (HOV) Lane Exemption,"Propane, natural gas, plug-in electric, and plug-in hybrid electric
vehicles are permitted to use HOV lanes, regardless of the number of
passengers. Qualified vehicles must display the special clean fuel decal
issued by the Utah Department of Transportation (UDOT); a limited number
of decals are available. This exemption expires September 29, 2025. For
more information about qualifying vehicles and decal availability, see
the [Clean Fuel Vehicle Decal and
Permit](https://www.udot.utah.gov/connect/public/express-lanes/get-a-pass-for-the-express-lanes/%20)
website. (Reference [Utah Code](http://le.utah.gov/xcode/code.html)
41-1a-416, 41-1a-418, 41-6a-702, 59-13-102, and 72-6-121)
",,2011-03-30 00:00:00 UTC,FALSE,25,State Incentives,,,2025-09-29 00:00:00 UTC,,,,ELEC|NG|PHEV|LPG,EXEM,,FLEET|GOV|IND,http://le.utah.gov/xcode/code.html
9834,UT,Alternative Fuel Vehicle Inspection and Permit,"The Utah State Tax Commission (Commission) may require vehicles
operating on clean fuels to be inspected for safe operation. In
addition, clean fuel vehicles that have a gross vehicle weight rating of
more than 26,000 pounds or have more than three axels are required to
obtain a special fuel user permit from the Commission. Clean fuels are
defined as propane, natural gas, electricity, and hydrogen. (Reference
[Utah Code](http://le.utah.gov/xcode/code.html) 59-13-102, 59-13-303,
and 59-13-304)
",,2011-03-23 00:00:00 UTC,FALSE,55,Laws and Regulations,,,,,,,ELEC|HY|NG|PHEV|LPG,,REGIS,PURCH|FLEET|GOV|IND,http://le.utah.gov/xcode/code.html
9836,VA,Alternative Fuel and Hybrid Electric Vehicle (HEV) Emissions Testing Exemption,"Vehicles powered exclusively by natural gas, propane, hydrogen, a
combination of compressed natural gas and hydrogen, or electricity are
exempt from the Virginia emissions inspection program. Qualified HEVs
with U.S. Environmental Protection Agency fuel economy ratings of at
least 50 miles per gallon (city) are also exempt from the emissions
inspection program unless remote sensing devices indicate the HEV may
not meet current emissions standards. For more information, including a
list of HEVs that qualify, see the Virginia Department of Motor Vehicles
[Emissions
Inspections](http://www.dmv.state.va.us/vehicles/#emissions.asp)
website. (Reference [Virginia Code](http://lis.virginia.gov/000/src.htm)
46.2-1177 through 46.2-1178 and 46.2-749.3)
",2005-09-01 00:00:00 UTC,,FALSE,55,State Incentives,,,,,,,ELEC|HEV|HY|NG|PHEV|LPG,EXEM,,FLEET|GOV|IND,http://lis.virginia.gov/000/src.htm
9852,VA,Aftermarket Electric Vehicle (EV) Conversion Regulations,"Any motor vehicle, other than a motorcycle, that has been modified to
replace the internal combustion engine with an electric propulsion
system must be titled by and registered with the Virginia Department of
Motor Vehicles (DMV) as a converted EV. DMV converted EV registration
requires certification by a Virginia safety inspector that the
conversion to electric propulsion is complete and proof that the vehicle
has passed a Virginia safety inspection. The inspector may charge a fee,
not to exceed \$40, in addition to any fee imposed for Virginia safety
inspection. Converted EVs must be equipped with special equipment,
including high voltage cables, a temperature monitoring system for
traction batteries other than lead acid batteries, and labeling on three
sides of the vehicle identifying it as \""Converted Electric.\"" For more
information, see the DMV [Titling a Converted
EV](http://www.dmvnow.com/vehicles/#electric.asp) website. (Reference
[Virginia Code](http://lis.virginia.gov/000/src.htm) 46.2-602.3,
46.2-625, and 46.2-1001.1)
",2012-03-08 00:00:00 UTC,2013-03-12 00:00:00 UTC,FALSE,21,Laws and Regulations,,,,,,,ELEC|PHEV,,AIRQEMISSIONS|REGIS,MAN|FLEET|GOV|IND,http://lis.virginia.gov/000/src.htm
9892,CA,Alternative Fuel and Advanced Vehicle Rebate - San Joaquin Valley,"The San Joaquin Valley Air Pollution Control District (SJVAPCD)
administers the Drive Clean! Rebate Program, which provides rebates for
the purchase or lease of eligible new vehicles, including qualified
natural gas, hydrogen fuel cell, propane, all-electric, plug-in electric
vehicles, and zero emission motorcycles. The program offers rebates of
up to \$3,000, which are available on a first-come, first-served basis
for residents and businesses located in the SJVAPCD. For more
information, including a list of eligible vehicles and other
requirements, see the SJVAPCD [Drive Clean! Rebate
Program](http://valleyair.org/drivecleaninthesanjoaquin/rebate/)
website.
",,,FALSE,90,State Incentives,,,,,,,ELEC|HY|NG|PHEV,RBATE,,FLEET|IND,
9934,WY,Idle Reduction Requirement,"A driver may not idle a vehicle on a roadway outside a business or
residential district when it is practical to stop and park the vehicle.
A driver may not leave a vehicle unattended without first stopping the
engine and removing the key from the ignition. (Reference [Wyoming
Statutes](http://legisweb.state.wy.us/LSOWEB/LegInfo.aspx) 31-5-505 and
31-5-509)
",,,FALSE,30,Laws and Regulations,,,,,,,IR,,AIRQEMISSIONS|DREST,FLEET|GOV|IND,http://legisweb.state.wy.us/statutes/statutes.aspx
9974,WA,Electric Drive Vehicle Fee,"All-electric vehicle owners must pay an annual fee of \$150 in addition
to standard registration fees. Plug-in hybrid electric vehicles with an
all-electric range of at least 30 miles are subject to a fee of \$75.
Hybrid electric vehicles are subject to a fee of \$75. (Reference
[Revised Code of Washington](http://apps.leg.wa.gov/rcw/) 46.17.323-324)
",2012-03-23 00:00:00 UTC,2019-05-07 00:00:00 UTC,FALSE,100,Laws and Regulations,,2021-06-14 17:59:54 UTC,,,,,ELEC|HEV|PHEV,,FUEL,FLEET|IND,http://apps.leg.wa.gov/rcw/|http://leg.wa.gov/
9975,WA,Plug-In Electric Vehicle (PEV) Road User Assessment System Pilot,"The Washington Transportation Commission (Commission) studied the
feasibility of transitioning from a fuel tax to a road user assessment
system in the state. In 2012, the Commission conducted a limited scope
pilot project to test the feasibility of this new system as it applies
to PEVs. For the results of this evaluation, see the Washington State
Department of Transportation
[report](https://www.wsdot.wa.gov/research/reports/fullreports/807.1.pdf).
The Commission began a year-long pilot project in fall 2017. On January
13, 2020, the Commission submitted a
[report](https://waroadusagecharge.org/final-report/) of findings and
recommendations to the governor, state legislature, and the U.S.
Department of Transportation. The state legislature directed the
Commission to further study aspects of the road usage charge program.
For more information, see the Commission [Road Usage Charge
Assessment](https://waroadusagecharge.org/) website.
",2012-03-23 00:00:00 UTC,2016-03-25 00:00:00 UTC,FALSE,115,Laws and Regulations,,2020-04-13 15:47:12 UTC,,,,,ELEC|PHEV,,FUEL,FLEET|GOV|IND,http://leg.wa.gov/
